"Region","Facility Number","Level of Care","Capacity","Facility Name","Address","City","Zip Code","County","Facility Mailing Address","Facility Mailing City","Facility Mailing Zip","Facility Phone Number","First Name Administrator","Last Name Administrator","Certification","DMH Licensed","Alzheimer's SCU","Entity Name","Definition"
"4","05994","SNF","60","OAKRIDGE OF PLATTSBURG","205 EAST CLAY AVE","PLATTSBURG","64477-8100","CLINTON","PO BOX 247","PLATTSBURG","64477-0247","(816) 539-2128","ROBERT","SWYMELER JR","Medicare/Medicaid","false","false","CLINTON CONVALESCENT CENTER, INC","NOT FOR PROFIT CORPORATION"
"4","08945","RCF*","49","VILLAGE, THE","320 EAST LITTLE BRICK RD","CAMERON","64429-1231","CLINTON","320 EAST LITTLE BRICK RD","CAMERON","64429-1231","(816) 632-7611","TRUSTEN","WILKINSON",,"false","false","CAMERON HEALTHCARE, INC","PROFIT CORPORATION"
"4","18104","RCF*","27","VILLAGE WEST, THE","318 EAST LITTLE BRICK ROAD","CAMERON","64429-1231","CLINTON","318 EAST LITTLE BRICK RD","CAMERON","64429-1231","(816) 632-7611","TRUSTEN","WILKINSON",,"false","false","CAMERON HEALTHCARE, INC","PROFIT CORPORATION"
"4","18295","RCF","12","BRISTOL MANOR OF CAMERON","920 NORTH HARRIS","CAMERON","64429-1145","CLINTON","920 NORTH HARRIS","CAMERON","64429-1145","(816) 632-6133","LAKRISTA","ABBINK",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"4","22058","SNF","70","NICK'S HEALTH CARE CENTER, LLC","253 EAST HIGHWAY 116","PLATTSBURG","64477-1561","CLINTON","253 EAST HWY 116","PLATTSBURG","64477-1561","(816) 539-2376","RODERIC","BERRY","Medicare/Medicaid","false","false","NICK'S HEALTH CARE CENTER, LLC","LIMITED LIABILITY COMPANY"
"6","01339","SNF","120","STONEBRIDGE ADAMS STREET","1024 ADAMS ST","JEFFERSON CITY","65101-3408","COLE","1024 ADAMS ST","JEFFERSON CITY","65101-3408","(573) 635-1320","KERI","WHITE","Medicare/Medicaid","false","false","ELDERCARE OF MID-MISSOURI X, INC","PROFIT CORPORATION"
"6","01865","SNF","120","CAPITOL RIVER WELLNESS & REHABILITATION","1221 SOUTHGATE LN","JEFFERSON CITY","65109-2465","COLE","PO BOX 104118","JEFFERSON CITY","65110-4118","(573) 635-3131","SHEILA","BARKS-DISTLER","Medicare/Medicaid","false","true","JEFFERSON CITY WELLNESS & REHABILITATION LLC","LIMITED LIABILITY COMPANY"
"6","03479","SNF","60","HEISINGER BLUFFS REHAB AND HEALTHCARE CENTER","1002 WEST MAIN ST","JEFFERSON CITY","65109-6901","COLE","1002 WEST MAIN ST","JEFFERSON CITY","65109-6901","(573) 636-6288","ASHLEY","DREWEL","Medicare/Medicaid","false","false","HEISINGER BLUFFS NURSING AND REHAB LLC","LIMITED LIABILITY COMPANY"
"6","03479","ALF**","111","HEISINGER BLUFFS SENIOR LIVING","1002 WEST MAIN ST","JEFFERSON CITY","65109-6901","COLE","1002 WEST MAIN ST","JEFFERSON CITY","65109-6901","(573) 636-6288","ASHLEY","DREWEL",,"false","true","HEISINGER BLUFFS OPCO LLC","LIMITED LIABILITY COMPANY"
"6","03870","SNF","102","JEFFERSON CITY MANOR CARE CENTER","1720 VIETH DR","JEFFERSON CITY","65109-2522","COLE","1720 VIETH DR","JEFFERSON CITY","65109-2522","(573) 635-6193","CHRISTINA","BRIESE-STICKNEY","Medicare/Medicaid","false","false","JEFFERSON CITY MANOR, INC","PROFIT CORPORATION"
"6","04826","SNF","87","RIVER CITY LIVING COMMUNITY","3038 WEST TRUMAN BLVD","JEFFERSON CITY","65109-0525","COLE","3038 WEST TRUMAN BLVD","JEFFERSON CITY","65109-0525","(573) 893-3404","DANETTE","PATTON","Medicare/Medicaid","false","true","N & R OF JEFFERSON CITY, LLC","LIMITED LIABILITY COMPANY"
"6","07572","SNF","69","HEISINGER BLUFFS HEALTHCARE WESTERN CAMPUS","1306 WEST MAIN ST","JEFFERSON CITY","65109-1356","COLE","1306 WEST MAIN ST","JEFFERSON CITY","65109-1356","(573) 635-0166","JEANNINE","GUYTON","Medicare/Medicaid","false","false","ST JOSEPH'S BLUFFS NURSING AND REHAB LLC","LIMITED LIABILITY COMPANY"
"6","08282","SNF","120","STONEBRIDGE VILLA MARIE","1030 EDMONDS ST","JEFFERSON CITY","65109-5213","COLE","1030 EDMONDS ST","JEFFERSON CITY","65109-5213","(573) 635-3381","JOHN","MCBRYANT","Medicare/Medicaid","false","true","ELDERCARE OF MID-MISSOURI VII, INC","PROFIT CORPORATION"
"6","10300","ALF","80","STONEBRIDGE OAK TREE","3108 WEST TRUMAN BLVD","JEFFERSON CITY","65109-4918","COLE","3108 WEST TRUMAN BLVD","JEFFERSON CITY","65109-4918","(573) 893-3063","ROSE","RIDNOUR",,"false","false","ELDERCARE OF MID-MISSOURI VIII, INC","PROFIT CORPORATION"
"6","10300","SNF","42","STONEBRIDGE OAK TREE","3108 WEST TRUMAN BLVD","JEFFERSON CITY","65109-4918","COLE","3108 WEST TRUMAN BLVD","JEFFERSON CITY","65109-4918","(573) 893-3063","ROSE","RIDNOUR","Medicare/Medicaid","false","false","ELDERCARE OF MID-MISSOURI VIII, INC","PROFIT CORPORATION"
"6","14376","RCF*","15","MELODY HOUSE","3031 SOUTH TEN MILE DR","JEFFERSON CITY","65109-6816","COLE","2013 WILLIAM STREET","JEFFERSON CITY","65109-4771","(573) 893-7228","STEPHANIE","WEILER",,"true","false","NEW HORIZONS COMMUNITY SUPPORT SERVICES, INC","NOT FOR PROFIT CORPORATION"
"6","16964","ALF**","24","MAPLEWOOD, INC","1827 CRADER DR","JEFFERSON CITY","65109-2005","COLE","1827 CRADER DR","JEFFERSON CITY","65109-2005","(573) 635-0023","EDWARD","BOTHE",,"true","false","MAPLEWOOD, INC","PROFIT CORPORATION"
"6","16964","ALF","13","MAPLEWOOD, INC","1827 CRADER DR","JEFFERSON CITY","65109-2005","COLE","1827 CRADER DR","JEFFERSON CITY","65109-2005","(573) 635-0023","EDWARD","BOTHE",,"true","false","MAPLEWOOD, INC","PROFIT CORPORATION"
"6","20116","RCF","12","BRISTOL MANOR OF JEFFERSON CITY","510 KENSINGTON PARK","JEFFERSON CITY","65109-6247","COLE","510 KENSINGTON PARK","JEFFERSON CITY","65109-6247","(573) 761-5772","CHASE","FRANCIS",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","20440","ALF**","36","WESTBROOK TERRACE MEMORY CARE II","3335 NORTH TEN MILE DR","JEFFERSON CITY","65109-0528","COLE","3335 NORTH TEN MILE DR","JEFFERSON CITY","65109-0528","(573) 635-2600","MONICA","HEES",,"false","false","JEFFERSON CITY RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","23936","RCF","12","ASHBURY HEIGHTS OF JEFFERSON CITY","834 WEATHERED ROCK COURT","JEFFERSON CITY","65101-1824","COLE","834 WEATHERED ROCK COURT","JEFFERSON CITY","65101-1824","(573) 634-7402","JENNIFER","DOWELL",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","27914","ALF**","26","WESTBROOK TERRACE MEMORY CARE I","3409 NORTH 10 MILE DR","JEFFERSON CITY","65109-0530","COLE","3409 NORTH 10 MILE DR","JEFFERSON CITY","65109-0530","(573) 556-5648","MONICA","HEES",,"false","true","JEFFERSON CITY RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","29697","ALF**","49","PRIMROSE RETIREMENT COMMUNITY OF JEFFERSON CITY","1214 FREEDOM BLVD","JEFFERSON CITY","65109-0082","COLE","1214 FREEDOM BLVD","JEFFERSON CITY","65109-0082","(573) 634-5408","ALEXIS","CLARK",,"false","false","JEFFERSON CITY RETIREMENT, LLC","LIMITED LIABILITY COMPANY"
"6","31832","RCF","24","AUBURN RIDGE LIVING CENTER LLC","1425 ASHBURY WAY","WARDSVILLE","65101-1007","COLE","1425 ASHBURY WAY","WARDSVILLE","65101-1007","(573) 634-2031","TINA","ANDERT",,"false","false","AUBURN RIDGE LIVING CENTER, LLC","LIMITED LIABILITY COMPANY"
"6","00216","SNF","52","ASHLEY MANOR HEALTH & REHABILITATION","1630 RADIO HILL ROAD","BOONVILLE","65233-1957","COOPER","1630 RADIO HILL ROAD","BOONVILLE","65233-1957","(660) 882-6584","HEATHER","JOHNSON","Medicare/Medicaid","false","false","ASHLEY MANOR HEALTH & REHABILITATION LLC","LIMITED LIABILITY COMPANY"
"6","01602","SNF","60","LAKEVIEW HEALTH CARE & REHABILITATION CENTER","1450 ASHLEY RD","BOONVILLE","65233-2141","COOPER","1450 ASHLEY RD","BOONVILLE","65233-2141","(660) 882-7007","TODD","ANDERSON","Medicare/Medicaid","false","false","BOONVILLE #1, INC","PROFIT CORPORATION"
"6","01602","RCF*","17","LAKEVIEW HEALTH CARE & REHABILITATION CENTER","1450 ASHLEY RD","BOONVILLE","65233-2141","COOPER","1450 ASHLEY RD","BOONVILLE","65233-2141","(660) 882-7007","TODD","ANDERSON",,"false","false","BOONVILLE #1, INC","PROFIT CORPORATION"
"6","01602","ICF","19","LAKEVIEW HEALTH CARE & REHABILITATION CENTER","1450 ASHLEY RD","BOONVILLE","65233-2141","COOPER","1450 ASHLEY RD","BOONVILLE","65233-2141","(660) 882-7007","TODD","ANDERSON","Medicaid","false","false","BOONVILLE #1, INC","PROFIT CORPORATION"
"6","14428","SNF","60","RIVERDELL CARE CENTER","1121  11TH ST","BOONVILLE","65233-1419","COOPER","1121  11TH ST","BOONVILLE","65233-1419","(660) 882-7600","KAYLA","WARNER","Medicare/Medicaid","false","false","BOONVILLE NO 2, INC","PROFIT CORPORATION"
"6","14982","SNF","60","KATY MANOR","205 PROSPECT","PILOT GROVE","65276-1111","COOPER","PO BOX 8","PILOT GROVE","65276-0008","(660) 834-3111","KENDRA","TWENTER","Medicare/Medicaid","false","false","COOPER COUNTY NURSING HOME DISTRICT NO 1","NURSING HOME DISTRICT"
"6","17310","RCF","12","BRISTOL MANOR OF BOONVILLE","1290 ASHLEY RD","BOONVILLE","65233-2108","COOPER","1290 ASHLEY RD","BOONVILLE","65233-2108","(660) 882-3393","KRISTA","BOONE",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","26026","ALF**","42","HARTMANN VILLAGE ASSISTED LIVING","615 RANKIN MILL LN","BOONVILLE","65233-2873","COOPER","615 RANKIN MILL LN","BOONVILLE","65233-2873","(660) 882-9933","THADDEUS","STUDEBAKER",,"false","false","BOONVILLE RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","02860","SNF","72","STEELVILLE SENIOR LIVING","311 NORTH SPRING ST","STEELVILLE","65565-5089","CRAWFORD","311 NORTH SPRING ST","STEELVILLE","65565-5089","(573) 260-8850","BENJAMIN","SCHEULEN","Medicare/Medicaid","false","true","STEELVILLE SENIOR LIVING, LLC","LIMITED LIABILITY COMPANY"
"6","02860","ALF","21","STEELVILLE SENIOR LIVING","311 NORTH SPRING ST","STEELVILLE","65565-5089","CRAWFORD","311 NORTH SPRING ST","STEELVILLE","65565-5089","(573) 260-8850","BENJAMIN","SCHEULEN",,"false","false","STEELVILLE SENIOR LIVING, LLC","LIMITED LIABILITY COMPANY"
"6","08609","RCF","47","BARNABAS REDWOOD MANOR","1194 LANDON RD","BOURBON","65441-8218","CRAWFORD","1194 LANDON RD","BOURBON","65441-8218","(573) 468-8150","CHEYANN","WOODCOCK",,"true","false","BARNABAS OPERATIONS #2, INC","PROFIT CORPORATION"
"6","15026","RCF","19","EQUILIBRIUM RANCH","81 PILKENTON LN","CUBA","65453-8136","CRAWFORD","81 PILKENTON LN","CUBA","65453-8136","(573) 885-6443","MARVIN","SHELTON",,"false","false","EQUILIBRIUM RANCH","NOT FOR PROFIT CORPORATION"
"6","17894","RCF*","34","CARE NETWORK OF CUBA","5349 HIGHWAY P","CUBA","65453-6281","CRAWFORD","PO BOX 647","CUBA","65453-0647","(573) 885-3661","DENNIS","ANDERSON",,"true","false","STUBBLEFIELD MANOR CNSL OPERATION LLC","LIMITED LIABILITY COMPANY"
"6","18277","SNF","60","MERAMEC NURSING","940 MATTOX DR","SULLIVAN","63080-2364","CRAWFORD","940 MATTOX DR","SULLIVAN","63080-2364","(573) 468-7733","CHRISTINE","AGLER","Medicare/Medicaid","false","false","BEL OAK OF MERAMEC LLC","LIMITED LIABILITY COMPANY"
"6","21149","SNF","90","CUBA MANOR, INC","210 ELDON DR","CUBA","65453-1642","CRAWFORD","210 ELDON DR","CUBA","65453-1642","(573) 885-4500","CHRISTINE","YOUNG","Medicare/Medicaid","false","false","CUBA MANOR, INC","PROFIT CORPORATION"
"6","25463","RCF","48","CUBA VILLAGE RESIDENTIAL LIVING","901 HIGHWAY DD","CUBA","65453-8089","CRAWFORD","901 HWY DD","CUBA","65453-8089","(573) 885-0551","MYRA","HARMON",,"false","false","AMERICARE AT VICTORIAN MANOR OF CUBA, LLC","LIMITED LIABILITY COMPANY"
"6","27071","ALF**","32","CUBA VILLAGE MEMORY CARE","903 HWY DD","CUBA","65453-8089","CRAWFORD","903 HWY DD","CUBA","65453-8089","(573) 885-0551","MYRA","HARMON",,"false","true","AMERICARE AT VICTORIAN MANOR OF CUBA, LLC","LIMITED LIABILITY COMPANY"
"1","03051","RCF*","20","GOOD SHEPHERD RESIDENTIAL CARE FACILITY","200 WEST 12TH","LOCKWOOD","65682-8337","DADE","200 WEST 12TH","LOCKWOOD","65682-8337","(417) 232-4571","AMANDA","FRANCES ROBINSON",,"false","false","GOOD SHEPHERD NURSING HOME DISTRICT","NURSING HOME DISTRICT"
"1","03051","SNF","69","GOOD SHEPHERD COMMUNITY CARE AND REHABILITATION","200 WEST 12TH ST","LOCKWOOD","65682-8337","DADE","200 WEST 12TH ST","LOCKWOOD","65682-8337","(417) 232-4571","AMANDA","FRANCES ROBINSON","Medicare/Medicaid","false","true","GOOD SHEPHERD NURSING HOME DISTRICT","NURSING HOME DISTRICT"
"1","01302","SNF","134","COLONIAL SPRINGS HEALTHCARE CENTER","750 W COOPER ST","BUFFALO","65622-8662","DALLAS","PO BOX 978","BUFFALO","65622-0978","(417) 345-2228","ROY","PACE","Medicare/Medicaid","false","true","CITIZENS MEMORIAL HEALTH CARE FOUNDATION","NOT FOR PROFIT CORPORATION"
"1","08242","RCF","20","URBANA GROUP HOME","310 WALNUT ST","URBANA","65767-9208","DALLAS","310 WALNUT ST","URBANA","65767-9208","(800) 993-5141","KATIE","HEFLIN",,"true","false","CHRISTIAN HOME CARE LLC","LIMITED LIABILITY COMPANY"
"1","16700","SNF","60","BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE","631 WEST MAIN ST","BUFFALO","65622-7496","DALLAS","631 WEST MAIN ST","BUFFALO","65622-7496","(417) 345-5422","TRINA","GUNTER","Medicare/Medicaid","false","false","BUFFALO SNF OPERATIONS LLC","LIMITED LIABILITY COMPANY"
"1","18142","RCF","12","BRISTOL MANOR OF BUFFALO","1002 SOUTH BIRCH","BUFFALO","65622-9455","DALLAS","1002 SOUTH BIRCH","BUFFALO","65622-9455","(417) 345-5500","ULYSSES","WINBERRY",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"1","25563","RCF","22","PINE LODGE RESIDENTIAL CARE","967 N MAPLE ST","BUFFALO","65622-7568","DALLAS","967 N MAPLE ST","BUFFALO","65622-7568","(417) 345-0310","CHELSEY","OWNBY",,"false","false","MCO PROPERTIES, LLC","LIMITED LIABILITY COMPANY"
"4","02032","SNF","97","DAVIESS COUNTY NURSING AND REHABILITATION","1337 WEST GRAND","GALLATIN","64640-8320","DAVIESS","1337 WEST GRAND","GALLATIN","64640-8320","(660) 663-2197","JENNIE","PANKAU","Medicare/Medicaid","false","true","OSBY CORPORATION","PROFIT CORPORATION"
"4","03829","SNF","84","QUAIL RUN HEALTH CARE CENTER","1405 WEST GRAND AVE","CAMERON","64429-1118","DEKALB","PO BOX 525","CAMERON","64429-0525","(816) 632-2151","BRANDY","O'NEAL","Medicare/Medicaid","false","false","CAMERON #1, INC","PROFIT CORPORATION"
"4","07798","SNF","60","SUNSET HOME","1201 SOUTH POLK","MAYSVILLE","64469-4028","DEKALB","1201 S POLK","MAYSVILLE","64469-4028","(816) 449-2158","BRENDA","MOORE","Medicare/Medicaid","false","true","N & R OF MAYSVILLE, LLC","LIMITED LIABILITY COMPANY"
"6","02354","SNF","60","SALEM CARE CENTER","1203 NORTH JACKSON","SALEM","65560-1076","DENT","1203 NORTH JACKSON","SALEM","65560-1076","(573) 729-6649","JEREMY","SCHUMACHER","Medicare/Medicaid","false","false","ELM INVESTMENT GROUP LLC","LIMITED LIABILITY COMPANY"
"6","07110","SNF","90","SEVILLE CARE CENTER","35625 HIGHWAY 72","SALEM","65560-7217","DENT","35625 HIGHWAY 72","SALEM","65560-0746","(573) 729-6141","LINDSEY","LIGHT","Medicare/Medicaid","false","false","REDBUD INVESTMENT GROUP LLC","LIMITED LIABILITY COMPANY"
"6","19746","RCF*","35","SALEM RESIDENTIAL CARE","1207 EAST ROOSEVELT ST","SALEM","65560-9676","DENT","1207 EAST ROOSEVELT ST","SALEM","65560-9676","(573) 729-9449","ANGELA","REID",,"false","false","MAPLE INVESTMENT GROUP LLC","LIMITED LIABILITY COMPANY"
"1","01290","SNF","120","HEART OF THE OZARKS HEALTHCARE CENTER","2004 CRESTVIEW ST","AVA","65608-8903","DOUGLAS","PO BOX 727","AVA","65608-0727","(417) 683-4129","RANDEE JO","EVANS","Medicare/Medicaid","false","false","AVA NO. 1, INC","PROFIT CORPORATION"
"1","20718","RCF*","40","AVA PLACE","1101 LYLE STREET","AVA","65608-1269","DOUGLAS","PO BOX 1269","AVA","65608-1269","(417) 683-6999","SHELLY","STOUT",,"true","false","AVA NO 2, INC","PROFIT CORPORATION"
"2","02820","SNF","90","CAMPBELL HEALTHCARE & SENIOR LIVING","17108 US HIGHWAY 62","CAMPBELL","63933-6383","DUNKLIN","17108 US HWY 62","CAMPBELL","63933-6383","(573) 246-2155","SARAH","POWERS","Medicare/Medicaid","false","true","CAMPBELL HEALTHCARE & SENIOR LIVING, LLC","LIMITED LIABILITY COMPANY"
"2","03331","RCF*","22","HAMPTON HOUSE RESIDENTIAL CARE","201 N DECATUR STREET","MALDEN","63863-2017","DUNKLIN","201 N DECATUR STREET","MALDEN","63863-2017","(573) 276-6054","JOHN","COLE",,"true","false","CROSS TREE HAMPTON HOUSE, LLC","LIMITED LIABILITY COMPANY"
"2","04268","SNF","170","NHC HEALTHCARE, KENNETT","1120 FALCON","KENNETT","63857-3825","DUNKLIN","PO BOX 696","KENNETT","63857-0696","(573) 888-1150","JENNIFER","HAMMOND","Medicare/Medicaid","false","true","NHC HEALTHCARE / KENNETT, LLC","LIMITED LIABILITY COMPANY"
"2","06656","RCF","96","VOYAGE RESIDENTIAL CARE","500 BARRETT DRIVE","MALDEN","63863-1204","DUNKLIN","500 BARRETT DRIVE","MALDEN","63863-1204","(573) 276-3843","LEANN","HAYNES",,"false","false","CROSSTREE HEALTHCARE VOYAGE LLC","LIMITED LIABILITY COMPANY"
"2","12465","SNF","58","ASPIRE SENIOR LIVING MALDEN","1209 STOKELAN","MALDEN","63863-1335","DUNKLIN","1209 STOKELAN","MALDEN","63863-1335","(573) 276-5115","JOYCE","LEFFERT","Medicare/Medicaid","false","true","ASPIRE SENIOR LIVING MALDEN, LLC","LIMITED LIABILITY COMPANY"
"2","17533","SNF","72","HERITAGE NURSING CENTER - SKILLED NURSING BY AMERICARE","1802 SAINT FRANCIS ST","KENNETT","63857-1568","DUNKLIN","PO BOX 827","KENNETT","63857-0827","(573) 888-1044","STEPHANIE","TOLBERT","Medicare/Medicaid","false","false","HERITAGE NURSING, LLC","LIMITED LIABILITY COMPANY"
"2","18903","ALF**","50","ST FRANCIS PARK ASSISTED LIVING","1806 SAINT FRANCIS ST","KENNETT","63857-1568","DUNKLIN","PO BOX 629","KENNETT","63857-0629","(573) 888-1188","TONI","HOLCOMB",,"false","false","HERITAGE RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"2","24336","RCF*","36","SOUTHAVEN","612 SOUTH BYPASS EAST","KENNETT","63857-3240","DUNKLIN","612 SOUTH BYPASS EAST","KENNETT","63857-3240","(573) 888-9213","TRACY","COLE",,"false","false","CROSSTREE HEALTHCARE, LLC","LIMITED LIABILITY COMPANY"
"2","27620","RCF*","64","HAVEN, THE","614 SOUTH BY-PASS","KENNETT","63857-3240","DUNKLIN","612 SOUTH BY-PASS","KENNETT","63857-3240","(573) 888-1201","TRACY","COLE",,"true","false","CROSSTREE HEALTHCARE, LLC","LIMITED LIABILITY COMPANY"
"6","05738","SNF","90","NEW HAVEN CARE CENTER","9503 HIGHWAY 100","NEW HAVEN","63068-1300","FRANKLIN","9503 HWY 100","NEW HAVEN","63068-1300","(573) 237-2103","CHARLES","TRITCH","Medicare/Medicaid","false","false","NEW HAVEN CARE CENTER, INC","NOT FOR PROFIT CORPORATION"
"6","05738","ALF","16","NEW HAVEN CARE CENTER","9503 HIGHWAY 100","NEW HAVEN","63068-1300","FRANKLIN","9503 HWY 100","NEW HAVEN","63068-1300","(573) 237-2103","CHARLES","TRITCH",,"false","false","NEW HAVEN CARE CENTER, INC","NOT FOR PROFIT CORPORATION"
"6","07744","SNF","120","LIFE CARE CENTER OF SULLIVAN","875 DUNSFORD DR","SULLIVAN","63080-1238","FRANKLIN","875 DUNSFORD DR","SULLIVAN","63080-1238","(573) 468-3128","SUZANNE","MAYFIELD","Medicare/Medicaid","false","false","SULLIVAN OPERATIONS, LLC","LIMITED LIABILITY COMPANY"
"6","07831","SNF","120","SUNSET HEALTH CARE CENTER","400 WEST PARK AVE","UNION","63084-1140","FRANKLIN","400 WEST PARK AVE","UNION","63084-1140","(636) 583-2252","JENNIFER","LOWE","Medicare/Medicaid","false","false","SUNSET HEALTHCARE, LLC","LIMITED LIABILITY COMPANY"
"6","12638","SNF","120","PACIFIC CARE CENTER","105 SOUTH SIXTH ST","PACIFIC","63069-1328","FRANKLIN","105 S SIXTH ST","PACIFIC","63069-1328","(636) 271-4222","AMY","RASH","Medicare/Medicaid","false","false","PACIFIC MANOR, LLC","LIMITED LIABILITY COMPANY"
"6","12638","ALF**","16","PACIFIC CARE CENTER","105 SOUTH SIXTH ST","PACIFIC","63069-1328","FRANKLIN","105 S SIXTH ST","PACIFIC","63069-1328","(636) 271-4222","AMY","RASH",,"false","false","PACIFIC MANOR, LLC","LIMITED LIABILITY COMPANY"
"6","13596","ALF**","50","WILLOW BROOKE ASSISTED LIVING","#1 NORTH POTOMAC CT","UNION","63084-1113","FRANKLIN","1 NORTH  POTOMAC CT","UNION","63084-1113","(636) 583-2799","TONYA","BISHOP",,"false","false","UNION COURT RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","13735","ALF**","72","SOUTH POINTE ASSISTED LIVING","5125 OLD HWY 100","WASHINGTON","63090-3855","FRANKLIN","5125 OLD HWY 100","WASHINGTON","63090-3855","(636) 239-0670","PRINCE","JOHNSON",,"false","true","WASHINGTON RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","13744","SNF","79","ST CLAIR NURSING CENTER","1035 PLAZA COURT NORTH","SAINT CLAIR","63077-1129","FRANKLIN","1035 PLAZA CT NORTH","SAINT CLAIR","63077-1129","(636) 629-2100","DENICE","MARSH","Medicare/Medicaid","false","false","ST CLAIR NURSING, LLC","LIMITED LIABILITY COMPANY"
"6","13926","ALF**","60","CORNERSTONE LIVING CENTER","533 E CANNAN RD","GERALD","63037-2515","FRANKLIN","533 E CANNAN RD","GERALD","63037-2515","(573) 764-5141","PENNY","BOWERS",,"false","false","PATAKY CARE PARTNERS LLC","LIMITED LIABILITY COMPANY"
"6","15045","SNF","102","GRANDVIEW HEALTHCARE CENTER","201 GRAND AVE","WASHINGTON","63090-1209","FRANKLIN","201 GRAND AVE","WASHINGTON","63090-1209","(636) 239-9190","COLETTE","BRIGGS","Medicare/Medicaid","false","false","WASHINGTON N & R, LLC","LIMITED LIABILITY COMPANY"
"6","16094","ALF**","50","DUNSFORD COURT MEMORY CARE","775 DUNSFORD ROAD","SULLIVAN","63080-1270","FRANKLIN","775 DUNSFORD RD","SULLIVAN","63080-1270","(573) 468-2600","SHEILA","USERY",,"false","true","SULLIVAN RESIDENTIAL, LLC","LIMITED LIABILITY COMPANY"
"6","19080","ALF","15","ARIZONA CARE CENTER","101 ARIZONA ST","NEW HAVEN","63068-1210","FRANKLIN","101 ARIZONA ST","NEW HAVEN","63068-1210","(573) 237-4830","PENNY","BOWERS",,"true","false","PATAKY ENTERPRISES LLC","LIMITED LIABILITY COMPANY"
"6","20138","RCF","12","BRISTOL MANOR OF WASHINGTON","100 WEST 12TH ST","WASHINGTON","63090-4445","FRANKLIN","100 WEST 12TH ST","WASHINGTON","63090-4445","(636) 390-0050","VICTORIA","HOLLINGSWORTH",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","20237","RCF","12","BRISTOL MANOR OF PACIFIC","2049 ROSE LN","PACIFIC","63069-1165","FRANKLIN","2049 ROSE LN","PACIFIC","63069-1165","(636) 257-8020","MELISSA","COVERT",,"false","false","BRISTOL CARE, INC","PROFIT CORPORATION"
"6","24395","ALF**","65","CRAB APPLE VILLAGE SENIOR ESTATES","214 HARTMAN PL, SUITE 100","SAINT CLAIR","63077-2458","FRANKLIN","214 HARTMAN PL, SUITE 100","SAINT CLAIR","63077-2458","(636) 629-6161","JACKIE","HARTMAN",,"false","true","HARTMAN INVESTMENT PROPERTIES, INC","PROFIT CORPORATION"
"6","24408","ALF**","48","UNION POINTE ASSISTED LIVING","1320 W MAIN","UNION","63084-1084","FRANKLIN","1320 W MAIN","UNION","63084-1084","(636) 584-0085","TONYA","BISHOP",,"false","false","AMERICARE AT VICTORIAN MANOR OF UNION, LLC","LIMITED LIABILITY COMPANY"
"6","26005","ALF**","48","ST CLAIR PLACE ASSISTED LIVING","160 CHARLES DR","SAINT CLAIR","63077-1936","FRANKLIN","160 CHARLES DR","SAINT CLAIR","63077-1936","(636) 322-0003","LYDIA","COULLIETTE",,"false","false","AMERICARE AT VICTORIAN MANOR OF ST CLAIR, LLC","LIMITED LIABILITY COMPANY"
"6","26324","ALF**","48","SULLIVAN POINTE ASSISTED LIVING","1250 EAST SPRINGFIELD RD","SULLIVAN","63080-1358","FRANKLIN","1250 EAST SPRINGFIELD RD","SULLIVAN","63080-1358","(573) 468-5217","SHEILA","URSERY",,"false","false","AMERICARE AT VICTORIAN MANOR OF SULLIVAN, LLC","LIMITED LIABILITY COMPANY"
"6","27659","ALF**","48","WASHINGTON PLACE ASSISTED LIVING","2800 RABBIT TRAIL DR","WASHINGTON","63090-6737","FRANKLIN","2800 RABBIT TRAIL DR","WASHINGTON","63090-6737","(636) 390-9500","TIFFANY","BENNET",,"false","false","AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC","LIMITED LIABILITY COMPANY"
"6","28065","ALF**","32","WASHINGTON PLACE MEMORY CARE","2701 RABBIT TRAIL DR","WASHINGTON","63090-6711","FRANKLIN","2701 RABBIT TRAIL DR","WASHINGTON","63090-6711","(636) 390-9500","TIFFANY","BENNET",,"false","true","AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC","LIMITED LIABILITY COMPANY"
"6","31476","SNF","60","UNION NURSING","1080 MARIE LANE","UNION","63084-1056","FRANKLIN","1080 MARIE LANE","UNION","63084-1056","(636) 206-8585","JULIE","BRICK-BRINLEY","Medicare/Medicaid","false","false","BEL OAK OF UNION LLC","LIMITED LIABILITY COMPANY"
